produktlink-href,Title,Members_price,Price
https://www.skalk.dk/webshoppen/produkter/imports/9788772897950-tingenes-kulturhistorie/,Tingenes kulturhistorie,"Medlemspris: 222,75 kr.","Pris: 248,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788793423374-de-draebte-krigere-i-alken-enge/,De dræbte krigere i Alken Enge,"Medlemspris: 255,00 kr.","Pris: 300,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740650754-vikinger-kort-fortalt/,Vikinger - kort fortalt,"Medlemspris: 143,75 kr.","Pris: 179,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531373-boller-slot-i-650-aar/,Boller Slot i 650 år,"Medlemspris: 285,00 kr.","Pris: 335,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788793142572-p%C3%A5-gr%C3%B8nlands-%C3%B8stkyst/,PÅ GRØNLANDS ØSTKYST,"Medlemspris: 175,50 kr.","Pris: 195,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740622041-skudt-ned/,Skudt ned,"Medlemspris: 280,00 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788793229006-kongens-klaeder/,Kongens klæder,"Medlemspris: 424,96 kr.","Pris: 499,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788792571328-jelling-husene-og-deres-mennesker-1860-1960/,Jelling - Husene og deres mennesker - 1860 - 1960,"Medlemspris: 250,00 kr.","Pris: 295,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711984406-sapiens-menneskehedens-foedsel/,Sapiens: Menneskehedens fødsel,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779342880-the-archaeology-of-medieval-europe-eighth-to-twelfth-centuries-ad/,The  archaeology of medieval Europe Eighth to twelfth centuries AD,"Medlemspris: 540,00 kr.","Pris: 600,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779342163-konge-kirke-og-samfund/,"Konge, kirke og samfund","Medlemspris: 403,75 kr.","Pris: 448,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711690376-faeroeerne-en-moderne-nation-foedes/,Færøerne - En moderne nation fødes,"Medlemspris: 297,50 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740001471-store-nordiske-krig/,Store Nordiske Krig,"Medlemspris: 510,00 kr.","Pris: 600,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531137-skalks-tidstavle/,Skalks tidstavle,"Medlemspris: 60,00 kr.","Pris: 60,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531359-jelling-sommeren-1861/,"Jelling, Sommeren 1861","Medlemspris: 250,00 kr.","Pris: 290,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779342903-the-archaeology-of-medieval-europe-eighth-to-twelfth-centuries-ad/,The  archaeology of medieval Europe Eighth to twelfth centuries AD,"Medlemspris: 403,75 kr.","Pris: 448,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702081350-hoejesteret-350-aar/,Højesteret - 350 år,"Medlemspris: 270,00 kr.","Pris: 299,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740618211-aarhus-i-aartier-60erne/,Aarhus i årtier - 60'erne,"Medlemspris: 280,00 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779343306-kildekritisk-tekstsamling/,Kildekritisk tekstsamling,"Medlemspris: 450,00 kr.","Pris: 499,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711568347-sapiens-en-kort-historie-om-menneskeheden/,Sapiens - En kort historie om menneskeheden,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788763863018-ulvetid/,Ulvetid,"Medlemspris: 255,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702159578-grever-baroner-og-husmaend/,"Grever, baroner og husmænd","Medlemspris: 360,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531526-mit-levned/,Mit levned,"Medlemspris: 249,00 kr.","Pris: 299,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788778671035-europa-1800-2000/,Europa 1800-2000,"Medlemspris: 378,00 kr.","Pris: 420,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788712056690-danmark-set-gennem-et-cykelhjul/,Danmark set gennem et cykelhjul,"Medlemspris: 340,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788712059790-amalfitavlen/,Amalfitavlen,"Medlemspris: 127,50 kr.","Pris: 149,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779344150-danske-middelalderborge/,Danske Middelalderborge,"Medlemspris: 340,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740653588-vi-har-det-saa-dejligt/,Vi har det så dejligt!,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788793951341-soenderjysk-kaffebord/,Sønderjysk kaffebord,"Medlemspris: 127,50 kr.","Pris: 149,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702161991-gamle-koebenhavn/,Gamle København,"Medlemspris: 255,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788712058403-opfindelsen-af-naturen/,Opfindelsen af naturen,"Medlemspris: 340,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788785160942-solis-billedbibel/,Solis billedbibel,"Medlemspris: 48,00 kr.","Pris: 65,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788771846171-tings-tale/,Tings tale,"Medlemspris: 152,50 kr.","Pris: 180,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711543535-forladt/,Forladt,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789466071-slaegtsforskning-i-laegdsruller-soeruller-og-i-haerens-og-soevaernets-arkiver/,"Slægtsforskning i lægdsruller, søruller og i hærens og søværnets arkiver","Medlemspris: 222,75 kr.","Pris: 248,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531083-da-spaniolerne-kom/,Da spaniolerne kom,"Medlemspris: 180,00 kr.","Pris: 228,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788774673705-da-vikingerne-moedte-korset/,Da vikingerne mødte korset,"Medlemspris: 200,00 kr.","Pris: 249,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788750057680-karen-blixens-kogebog/,Karen Blixens kogebog,"Medlemspris: 200,00 kr.","Pris: 249,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702048810-en-europaeisk-danmarkshistorie/,En europæisk Danmarkshistorie,"Medlemspris: 340,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702120547-1864-i-billeder/,1864 i billeder,"Medlemspris: 360,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788774674405-nfs-grundtvig/,N.F.S. Grundtvig,"Medlemspris: 160,00 kr.","Pris: 199,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788763542234-mad-drikke-og-tobak-1835-80/,"Mad, drikke og tobak 1835-80","Medlemspris: 313,88 kr.","Pris: 348,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740652468-aarhusianske-gadenavne-historien-om-760-gade-og-vejnavne-i-aarhus-kommune/,Aarhusianske gadenavne: Historien om 760 gade- og vejnavne i Aarhus kommune,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779342644-northbound/,Northbound,"Medlemspris: 358,13 kr.","Pris: 398,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788771902099-mordet-i-odense/,Mordet i Odense,"Medlemspris: 112,50 kr.","Pris: 149,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702294576-fra-befrielse-til-forpligtelse/,Fra befrielse til forpligtelse,"Medlemspris: 297,50 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788791834301-den-russiske-revolution-og-borgerkrig/,Den Russiske Revolution og Borgerkrig,"Medlemspris: 198,00 kr.","Pris: 220,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788774674849-stemmer-fra-groenland/,Stemmer fra Grønland,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702152210-der-kommer-tog/,Der kommer tog,"Medlemspris: 297,50 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740654585-rudi-og-jeg/,Rudi og jeg,"Medlemspris: 200,00 kr.","Pris: 249,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788799881635-roskildes-guldalder-1800-tallet/,Roskildes Guldalder - 1800-tallet,"Medlemspris: 255,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740665178-hverken-ubesindig-eller-frygtsom/,Hverken ubesindig eller frygtsom,"Medlemspris: 280,00 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740668018-vi-tror-vi-kan-maale-alt/,Vi tror vi kan måle alt,"Medlemspris: 239,96 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788771849776-tings-tale-02/,Tings Tale 02,"Medlemspris: 152,50 kr.","Pris: 180,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531335-valdemar-den-stores-borg-paa-sprogoe/,Valdemar den Stores borg på Sprogø,"Medlemspris: 82,00 kr.","Pris: 96,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779341586-feud-in-medieval-and-early-modern-europe/,Feud in Medieval and Early Modern Europe,"Medlemspris: 223,75 kr.","Pris: 248,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788799881611-ole-basse/,Ole Basse,"Medlemspris: 212,50 kr.","Pris: 249,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788793312418-opstandens-underlag/,Opstandens underlag,"Medlemspris: 184,00 kr.","Pris: 229,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788778423931-paa-flugt-fra-foereren/,På flugt fra Føreren,"Medlemspris: 150,00 kr.","Pris: 199,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711983492-rejsen-til-amerika/,Rejsen til Amerika,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531144-jyske-kroenike/,Jyske Krønike,"Medlemspris: 120,00 kr.","Pris: 148,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711984819-anne-franks-dagbog/,Anne Franks Dagbog,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788712060628-danmark-som-soefartsnation/,Danmark som søfartsnation,"Medlemspris: 297,50 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788774061090-soenderjyllands-historie-bd1/,Sønderjyllands historie Bd.1,"Medlemspris: 205,00 kr.","Pris: 228,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740658538-havets-herskere/,Havets herskere,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711481196-bedraget-sagen-om-nordisk-fjer/,Bedraget - Sagen om Nordisk Fjer,"Medlemspris: 212,50 kr.","Pris: 249,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788771846218-vester-egesborg/,Vester Egesborg,"Medlemspris: 510,00 kr.","Pris: 599,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702216684-viking/,Viking,"Medlemspris: 340,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740654967-verden-er-ny-historier-fra-de-broelende-20ere/,Verden er ny - Historier fra de brølende 20'ere,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740654769-tenno-japans-kejserdoemme-i-nutiden/,Tenno: Japans kejserdømme i nutiden,"Medlemspris: 160,00 kr.","Pris: 199,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788712058304-da-danskerne-ville-omvende-verden/,Da danskerne ville omvende Verden,"Medlemspris: 297,50 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702227192-mennesket-har-altid-vandret/,Mennesket har altid vandret,"Medlemspris: 85,00 kr.","Pris: 99,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788799929702-fra-dansk-vestindien-til-ribe/,Fra Dansk Vestindien til Ribe,"Medlemspris: 178,75 kr.","Pris: 199,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531090-koge-bog-indeholdendis-et-hundrede-fornoedene-stycker-som-ere-om-brygning-bagning-kogen-brendevijn-oc-mioed-at-berede-sa/,"Koge Bog, indeholdendis et hundrede fornødene Stycker, som ere om Brygning, Bagning, Kogen, Brendevijn oc Miød at berede, sa","Medlemspris: 60,00 kr.","Pris: 80,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740658651-torvehuse/,Torvehuse,"Medlemspris: 199,96 kr.","Pris: 249,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740667042-christian-lll-s-krigsbog/,Christian lll´s krigsbog,"Medlemspris: 279,96 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788793423527-ribe-700-1050/,Ribe 700-1050,"Medlemspris: 315,00 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779342248-historiske-optegnelser/,Historiske optegnelser,"Medlemspris: 448,75 kr.","Pris: 498,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788757017021-scharnhorst/,Scharnhorst,"Medlemspris: 170,00 kr.","Pris: 199,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788799977949-jyllandsslaget-og-foerste-verdenskrig-i-nordsoeen/,Jyllandsslaget og Første Verdenskrig i Nordsøen,"Medlemspris: 255,00 kr.","Pris: 300,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740666175-doedens-store-billedbog/,Dødens store billedbog,"Medlemspris: 279,96 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702288506-uden-mandat/,Uden mandat,"Medlemspris: 340,00 kr.","Pris: 399,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788792173065-ddrs-historie/,DDR's historie,"Medlemspris: 175,00 kr.","Pris: 195,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702101638-danmarks-historie/,Danmarks historie,"Medlemspris: 180,00 kr.","Pris: 199,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740654738-bidrag-til-danmarks-indvandringshistorie/,Bidrag til Danmarks indvandringshistorie,"Medlemspris: 224,00 kr.","Pris: 279,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788779344044-bonde-stat-og-hjem/,"Bonde, stat og hjem","Medlemspris: 448,75 kr.","Pris: 498,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740620597-blod-og-jord/,Blod og Jord,"Medlemspris: 280,00 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788799675494-de-stjal-hitlers-hemmelighed/,De stjal Hitlers hemmelighed,"Medlemspris: 118,75 kr.","Pris: 149,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788774061397-genforeningens-arkitekt-hp-hanssen-1914-1936/,Genforeningens arkitekt - H.P Hanssen 1914-1936,"Medlemspris: 222,50 kr.","Pris: 248,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531557-skalks-tidstavle-a4-klassesaet-med-30-stk/,"Skalks tidstavle A4, klassesæt med 30 stk.",null,"Pris: 100,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740665833-verden-i-opbrud/,Verden i opbrud,"Medlemspris: 240,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788763541442-herregaard-og-herskab/,Herregård og herskab,"Medlemspris: 278,75 kr.","Pris: 348,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788799676569-naar-arktiske-eventyrere-moedes/,"Når arktiske eventyrere mødes,...","Medlemspris: 71,25 kr.","Pris: 80,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788789531472-den-danske-tehistorie/,Den Danske Tehistorie,"Medlemspris: 248,00 kr.","Pris: 288,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702172928-karen-blixen-i-billeder/,Karen Blixen i billeder,"Medlemspris: 315,00 kr.","Pris: 349,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702290639-christoffer-columbus/,Christoffer Columbus,"Medlemspris: 255,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788774574477-grundtvig-som-politiker/,Grundtvig som politiker,null,"Pris: 44,10 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788711696521-arnhem-slaget-om-broerne-1944/,Arnhem - Slaget om broerne 1944,"Medlemspris: 170,00 kr.","Pris: 199,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788793423237-the-hammerum-burial-site/,The Hammerum Burial Site,"Medlemspris: 270,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788799676576-when-arctic-adventures-meet/,"When Arctic Adventures Meet,...","Medlemspris: 72,50 kr.","Pris: 80,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788740055252-det-ensomme-hjerte/,Det ensomme hjerte,"Medlemspris: 170,00 kr.","Pris: 200,00 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788702241785-soelv-blod-og-kongemagt/,"Sølv, blod og kongemagt","Medlemspris: 255,00 kr.","Pris: 299,95 kr."
https://www.skalk.dk/webshoppen/produkter/imports/9788772893815-historie/,Historie,"Medlemspris: 178,88 kr.","Pris: 198,00 kr."
